,libellefrancais,domanialite,circonferenceencm,hauteurenm,espece,latitude,longitude,stadedeveloppement_A,stadedeveloppement_J,stadedeveloppement_JA,stadedeveloppement_M
6928,Arbre à soie,Jardin,35.0,4.0,julibrissin,48.89038623,2.3988638254,0,1,0,0
6929,Micocoulier,PERIPHERIQUE,55.0,5.0,australis,48.888122412,2.396258754609999,0,1,0,0
6930,Catalpa,DFPE,150.0,10.0,bignonioides,48.8834891476,2.39357092186,1,0,0,0
6931,Robinier,DFPE,190.0,13.0,pseudoacacia,48.887969907,2.37143876951,1,0,0,0
6932,Sophora,Alignement,30.0,5.0,japonica,48.8727992281,2.37929297598,0,1,0,0
6933,Catalpa,DFPE,140.0,12.0,bignonioides,48.8833377455,2.39362052094,1,0,0,0
6934,Charme,Alignement,50.0,10.0,betulus,48.8768164417,2.381001463339999,0,0,1,0
6935,Tilleul,Alignement,100.0,10.0,tomentosa,48.877335314,2.39365229739,0,0,1,0
6937,Marronnier,Alignement,30.0,5.0,hippocastanum,48.8862974241,2.39273541884,0,1,0,0
6938,Peuplier,Alignement,20.0,5.0,nigra,48.8836041306,2.37064099357,0,1,0,0
6940,Sophora,Alignement,125.0,15.0,japonica,48.8935324651,2.36998113704,1,0,0,0
6941,Copalme,Alignement,60.0,10.0,styraciflua,48.8853512179,2.39010429917,0,0,1,0
6942,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8933266854,2.396567828899999,0,1,0,0
6943,Copalme,DFPE,50.0,6.0,styraciflua,48.8803684722,2.37079168886,0,1,0,0
6944,Platane,DASCO,135.0,18.0,x hispanica,48.8764056902,2.389248342569999,1,0,0,0
6946,Platane,Alignement,125.0,20.0,orientalis,48.8830370734,2.388709298129999,1,0,0,0
6949,Tulipier,Alignement,110.0,15.0,tulipifera,48.8871738485,2.39376085218,1,0,0,0
6952,Platane,Alignement,90.0,20.0,orientalis,48.8825702844,2.3908384843,0,0,1,0
6954,Platane,DASCO,210.0,17.0,x hispanica,48.8823733486,2.376595830609999,1,0,0,0
6956,Platane,Alignement,195.0,18.0,x hispanica,48.8989547834,2.37803721105,0,0,0,1
6957,Sophora,Alignement,85.0,7.0,japonica,48.8941517857,2.39433651382,0,0,1,0
6958,Erable,PERIPHERIQUE,25.0,4.0,campestre,48.90018055979999,2.3715275514,0,1,0,0
6961,Paulownia,Alignement,100.0,10.0,tomentosa,48.8887643583,2.37952522638,1,0,0,0
6963,Tilleul,Alignement,100.0,10.0,x europaea,48.887126429999995,2.37600873679,0,0,1,0
6964,Platane,Alignement,120.0,20.0,orientalis,48.880256386,2.39298605296,1,0,0,0
6965,Platane,Alignement,245.0,22.0,x hispanica,48.8958198018,2.383296847289999,1,0,0,0
6966,Platane,Alignement,130.0,20.0,x hispanica,48.8841369108,2.37569650144,1,0,0,0
6967,Chêne,Alignement,70.0,10.0,ilex,48.8842727308,2.39560935761,1,0,0,0
6968,Micocoulier,Alignement,90.0,10.0,australis,48.8936859362,2.38065131068,1,0,0,0
6971,Noisetier de Byzance,PERIPHERIQUE,32.0,7.0,colurna,48.879840397699994,2.4062792528,0,1,0,0
6972,Micocoulier,Jardin,20.0,5.0,australis,48.8842859556,2.38868588317,0,1,0,0
6975,Bouleau,PERIPHERIQUE,20.0,5.0,pendula,48.900451882,2.37192000807,0,1,0,0
6978,Paulownia,Alignement,100.0,10.0,tomentosa,48.8847149802,2.37938289016,0,0,1,0
6979,Micocoulier,Alignement,60.0,10.0,australis,48.8787146727,2.41036241334,0,1,0,0
6980,Micocoulier,Alignement,25.0,5.0,australis,48.8920407173,2.39485924548,0,1,0,0
6982,Platane,Alignement,160.0,25.0,x hispanica,48.8782125073,2.37193769634,1,0,0,0
6983,Paulownia,Alignement,35.0,5.0,tomentosa,48.8891798566,2.37879721253,0,1,0,0
6984,Erable,DASCO,45.0,7.0,platanoides,48.8737135604,2.37958369935,0,1,0,0
6985,Paulownia,Alignement,140.0,8.0,tomentosa,48.88907913519999,2.3787110505599998,1,0,0,0
6987,Tilleul,Alignement,65.0,10.0,cordata,48.8877196038,2.37283246787,0,0,1,0
6991,Paulownia,Alignement,30.0,5.0,tomentosa,48.88426094689999,2.38030665226,0,1,0,0
6994,Paulownia,Alignement,50.0,10.0,tomentosa,48.901139132699996,2.38824985873,0,0,1,0
6995,Tilleul,Alignement,90.0,15.0,tomentosa,48.8766782785,2.393286183809999,1,0,0,0
6996,Chicot du Canada,Alignement,105.0,15.0,dioica,48.8755122573,2.39268281879,1,0,0,0
6997,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8935448367,2.39624924577,0,1,0,0
6998,Platane,Alignement,100.0,15.0,x hispanica,48.8844903536,2.370103828809999,0,0,1,0
7000,Chêne,Jardin,85.0,10.0,robur,48.87331087759999,2.37670372482,1,0,0,0
7001,Micocoulier,Alignement,25.0,3.0,australis,48.894493445399995,2.39774242766,0,1,0,0
7003,Micocoulier,Alignement,25.0,5.0,australis,48.8902145782,2.3954397382,0,1,0,0
7004,Robinier,PERIPHERIQUE,72.0,6.0,pseudoacacia,48.9005818947,2.38194271683,0,0,1,0
7008,Platane,Alignement,35.0,5.0,x hispanica,48.8785393111,2.40271723392,0,1,0,0
7011,Noisetier de Byzance,Alignement,50.0,8.0,colurna,48.8883837307,2.37146616339,0,0,1,0
7014,Erable,PERIPHERIQUE,10.0,3.0,campestre,48.9002999486,2.3729560127,0,1,0,0
7016,Chêne,DASCO,36.0,6.0,ilex,48.8920079243,2.38370179554,0,1,0,0
7017,Erable,DASCO,25.0,5.0,campestre,48.887929158999995,2.36942565919,0,1,0,0
7018,Sophora,Alignement,100.0,10.0,japonica,48.8764122113,2.40342675736,1,0,0,0
7019,Platane,DASCO,185.0,18.0,x hispanica,48.89331699179999,2.3750620642699998,1,0,0,0
7025,Noisetier de Byzance,Alignement,60.0,5.0,colurna,48.8891050555,2.3871911479,0,1,0,0
7026,Sophora,Alignement,110.0,15.0,japonica,48.8996734615,2.37150145431,1,0,0,0
7027,Erable,Alignement,125.0,15.0,pseudoplatanus,48.8941916355,2.37034980505,1,0,0,0
7028,Platane,Alignement,115.0,10.0,x hispanica,48.8832250334,2.37158880847,1,0,0,0
7031,Platane,DASCO,165.0,16.0,x hispanica,48.89299567959999,2.37526995752,1,0,0,0
7033,Bouleau,DASCO,40.0,7.0,pendula,48.8913429058,2.37535724382,0,1,0,0
7034,Platane,Alignement,180.0,20.0,orientalis,48.8858444044,2.39870417573,1,0,0,0
7037,Marronnier,Jardin,175.0,17.0,hippocastanum,48.89986484899999,2.37246271648,1,0,0,0
7041,Bouleau,Alignement,35.0,4.0,pubescens,48.9007498385,2.38124198501,0,1,0,0
7042,Tilleul,Alignement,130.0,15.0,x europaea,48.877290384199995,2.39502116857,1,0,0,0
7043,Micocoulier,Alignement,25.0,5.0,australis,48.891889148299995,2.39489703998,0,1,0,0
7045,Cedrele,DFPE,165.0,15.0,sinensis,48.8832876371,2.39132223863,1,0,0,0
7048,Sophora,Alignement,100.0,10.0,japonica,48.898962068,2.37419262689,0,0,1,0
7050,Hêtre,Alignement,90.0,15.0,sylvatica,48.8926445265,2.37058744358,1,0,0,0
7057,Noisetier de Byzance,Alignement,70.0,10.0,colurna,48.878580917399994,2.397163017,0,0,1,0
7058,Pin,Jardin,100.0,15.0,nigra,48.8810571993,2.38617015115,1,0,0,0
7059,Tilleul,Alignement,150.0,20.0,tomentosa,48.8881961596,2.37331592062,1,0,0,0
7062,Poirier à fleurs,Alignement,40.0,5.0,calleryana,48.8817436866,2.37223162911,0,0,1,0
7064,Platane,Alignement,210.0,20.0,x hispanica,48.8853629034,2.39680474596,0,0,0,1
7066,Platane,Alignement,130.0,10.0,x hispanica,48.879587838,2.38845774372,1,0,0,0
7068,Micocoulier,Alignement,25.0,5.0,australis,48.8907240974,2.395162040409999,0,1,0,0
7069,Platane,Alignement,270.0,20.0,x hispanica,48.8990144217,2.381067336009999,0,0,0,1
7070,Marronnier,DASCO,125.0,17.0,hippocastanum,48.87960223739999,2.37400212017,1,0,0,0
7072,Micocoulier,PERIPHERIQUE,30.0,4.0,australis,48.884247849299996,2.39847253136,0,1,0,0
7073,Platane,Alignement,170.0,25.0,orientalis,48.8781754367,2.37427677917,1,0,0,0
7074,Palmier,Alignement,60.0,5.0,fortunei,48.8960268608,2.37588273389,0,0,1,0
7075,Paulownia,Alignement,115.0,8.0,tomentosa,48.889218178899995,2.37887736844,0,0,1,0
7078,Platane,Alignement,75.0,10.0,x hispanica,48.8840694794,2.39073788739,1,0,0,0
7079,Marronnier,Alignement,130.0,15.0,x carnea,48.87813411989999,2.39710197767,1,0,0,0
7080,Micocoulier,Alignement,110.0,15.0,australis,48.8744705919,2.3780392944,1,0,0,0
7085,Sophora,Alignement,20.0,5.0,japonica,48.88968178999999,2.3755698618,0,1,0,0
7086,Marronnier,Alignement,90.0,10.0,hippocastanum,48.8768857778,2.3788064804899998,0,0,1,0
7087,Cerisier à fleurs,DJS,35.0,6.0,x subhirtella,48.89323998329999,2.3970161605199998,0,1,0,0
7088,Tulipier,Alignement,100.0,15.0,tulipifera,48.8843145739,2.372845358429999,1,0,0,0
7089,Sophora,Alignement,60.0,5.0,japonica,48.8753658626,2.39404901954,0,0,1,0
7092,Sophora,Alignement,30.0,5.0,japonica,48.8758683639,2.37290929567,0,1,0,0
7093,Charme,Alignement,55.0,10.0,betulus,48.8909855971,2.3817586184,1,0,0,0
7096,Platane,Alignement,150.0,25.0,x hispanica,48.8910154387,2.37624106015,1,0,0,0
7098,Tilleul,Alignement,70.0,5.0,x europaea,48.885271683099994,2.37214891003,0,1,0,0
7100,Platane,Alignement,160.0,15.0,x hispanica,48.8825894413,2.37898431649,1,0,0,0
7104,Tilleul,Alignement,90.0,15.0,x europaea,48.8836659984,2.37049444579,1,0,0,0
7106,Platane,Alignement,140.0,15.0,x hispanica,48.8864523924,2.39803672581,1,0,0,0
7107,Platane,Alignement,35.0,5.0,x hispanica,48.89545636159999,2.38286749997,0,1,0,0
7108,Fevier,Alignement,95.0,15.0,triacanthos f. Inermis,48.88544633069999,2.3924694169,1,0,0,0
7109,Platane,Alignement,45.0,10.0,orientalis,48.8797901733,2.37442933379,0,1,0,0
7111,Micocoulier,Alignement,120.0,15.0,australis,48.8829841563,2.37300717891,1,0,0,0
7113,Marronnier,PERIPHERIQUE,180.0,13.0,hippocastanum,48.880315564200004,2.40714084545,1,0,0,0
7114,Platane,Alignement,130.0,10.0,x hispanica,48.888395450999994,2.37782578178,1,0,0,0
7115,Erable,PERIPHERIQUE,25.0,4.0,freemanii,48.8839875856,2.39874125694,0,1,0,0
7116,Platane,Alignement,105.0,15.0,x hispanica,48.8881923479,2.3898354467000003,1,0,0,0
7118,Noisetier de Byzance,Alignement,45.0,10.0,colurna,48.8881601893,2.37234462397,0,0,1,0
7121,Peuplier,Alignement,190.0,25.0,x canadensis,48.8861712688,2.376304350789999,0,0,0,1
7123,Marronnier,Alignement,55.0,8.0,x carnea,48.882675020099995,2.38309115637,0,0,1,0
7124,Robinier,PERIPHERIQUE,76.0,7.0,pseudoacacia,48.8804329904,2.406828769839999,0,0,1,0
7125,Platane,Alignement,235.0,25.0,x hispanica,48.8843112087,2.36656350845,1,0,0,0
7126,Chêne,Alignement,65.0,10.0,ilex,48.8837852083,2.39555444312,0,0,1,0
7127,Platane,Alignement,55.0,10.0,x hispanica,48.8766829768,2.38111723874,0,0,1,0
7131,Platane,Alignement,110.0,20.0,x hispanica,48.8893834004,2.382160674739999,1,0,0,0
7132,Micocoulier,Alignement,95.0,15.0,australis,48.8828643594,2.37326360375,1,0,0,0
7134,Troene,Alignement,40.0,5.0,lucidum,48.8875103847,2.37607379538,0,1,0,0
7135,Charme,Alignement,75.0,10.0,betulus,48.8787669232,2.3821510199500002,0,0,1,0
7136,Tilleul,Alignement,85.0,10.0,tomentosa,48.8768548162,2.393870072339999,1,0,0,0
7137,Merisier,Alignement,35.0,5.0,avium,48.89852928629999,2.37248854114,0,1,0,0
7138,Platane,Alignement,35.0,5.0,x hispanica,48.8929169869,2.39814466221,0,1,0,0
7139,Peuplier,Alignement,185.0,18.0,x canadensis,48.89523203819999,2.38466102344,1,0,0,0
7142,Platane,Alignement,105.0,15.0,x hispanica,48.88020979019999,2.3982051484099998,1,0,0,0
7143,Peuplier,Alignement,20.0,5.0,nigra,48.8835572133,2.37060005156,0,1,0,0
7144,Marronnier,Alignement,120.0,10.0,x carnea,48.89623263909999,2.37781261032,1,0,0,0
7145,Peuplier,Alignement,130.0,20.0,x canadensis,48.88597655849999,2.37618744127,1,0,0,0
7147,Noisetier de Byzance,Alignement,55.0,5.0,colurna,48.8896949626,2.38608455181,0,1,0,0
7149,Cerisier à fleurs,DASCO,115.0,5.0,serrulata,48.883611065299995,2.39407461883,1,0,0,0
7150,Platane,Alignement,35.0,5.0,x hispanica,48.898987814499996,2.37968611474,0,1,0,0
7151,Platane,Alignement,200.0,25.0,x hispanica,48.9012931009,2.38610675887,0,0,0,1
7152,Platane,Alignement,210.0,20.0,x hispanica,48.8789907437,2.40116115901,1,0,0,0
7154,Peuplier,Alignement,85.0,15.0,x canadensis,48.8851177292,2.3741848234000003,0,0,1,0
7155,Peuplier,DJS,30.0,5.0,x canescens,48.8904034636,2.39704881839,0,1,0,0
7156,Tilleul,Alignement,80.0,10.0,x europaea,48.8878412915,2.3796637358,0,0,1,0
7157,Sophora,Alignement,160.0,20.0,japonica,48.883049632,2.400726426469999,1,0,0,0
7158,Sophora,Alignement,105.0,10.0,japonica,48.8763537418,2.40322387895,1,0,0,0
7160,Erable,DJS,100.0,10.0,platanoides,48.8847213471,2.38759679684,1,0,0,0
7165,Marronnier,Jardin,70.0,7.0,hippocastanum,48.8998905036,2.37395546817,0,0,1,0
7166,Platane,Alignement,145.0,20.0,x hispanica,48.9012348919,2.38620218173,1,0,0,0
7167,Sophora,Alignement,170.0,20.0,japonica,48.8960096891,2.3744393248,1,0,0,0
7168,Paulownia,Alignement,90.0,10.0,tomentosa,48.8839388825,2.38035922143,0,0,1,0
7170,Sophora,Alignement,90.0,10.0,japonica,48.87763125389999,2.37088491456,0,0,1,0
7173,Erable,Alignement,25.0,5.0,freemanii,48.9011555112,2.38869234162,0,1,0,0
7175,Erable,Alignement,65.0,10.0,platanoides,48.89136973829999,2.372432620699999,0,0,1,0
7176,Aulne,Alignement,30.0,4.0,cordata,48.8987422139,2.38242026672,0,1,0,0
7178,Noisetier de Byzance,Alignement,60.0,10.0,colurna,48.8902908367,2.38600253029,0,0,1,0
7182,Platane,DJS,120.0,17.0,x hispanica,48.8915304911,2.39644736583,1,0,0,0
7185,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.89381879479999,2.3961777239,0,1,0,0
7189,Noisetier de Byzance,Alignement,65.0,10.0,colurna,48.878126068,2.38663843743,0,0,1,0
7191,Erable,Alignement,40.0,5.0,campestre,48.8993909256,2.37803931161,0,1,0,0
7192,Sophora,Alignement,95.0,15.0,japonica,48.8755297155,2.39318689011,1,0,0,0
7193,Robinier,Jardin,155.0,20.0,pseudoacacia,48.8997538218,2.38976557632,1,0,0,0
7197,Tilleul,Alignement,75.0,10.0,x europaea,48.885796505100004,2.375145828289999,0,0,1,0
7198,Arbre aux quarante écus,PERIPHERIQUE,48.0,5.0,biloba,48.8939984893,2.39476185762,0,1,0,0
7201,Sophora,Jardin,175.0,15.0,japonica,48.900019895,2.38685018289,1,0,0,0
7202,Arbre aux quarante écus,PERIPHERIQUE,35.0,4.0,biloba,48.8946453629,2.39457944212,0,1,0,0
7204,Tilleul,DASCO,20.0,5.0,x europaea,48.8873073288,2.39913341276,0,1,0,0
7207,Platane,Alignement,70.0,15.0,x hispanica,48.87865500699999,2.375932843839999,0,0,1,0
7208,Noisetier de Byzance,Alignement,35.0,5.0,colurna,48.888427474,2.37155358435,0,1,0,0
7209,Sophora,Alignement,110.0,15.0,japonica,48.8840496485,2.39947066221,1,0,0,0
7212,Platane,Alignement,55.0,8.0,x hispanica,48.8780588692,2.404014183,0,0,1,0
7213,Sophora,Alignement,25.0,5.0,japonica,48.882097826,2.402180768559999,0,1,0,0
7214,Sophora,Alignement,80.0,10.0,japonica,48.89976560219999,2.37596209474,0,0,1,0
7216,Platane,Alignement,225.0,25.0,x hispanica,48.88251888829999,2.3910719345600002,0,0,0,1
7217,Platane,Alignement,170.0,20.0,x hispanica,48.88270013059999,2.37913517544,1,0,0,0
7219,Platane,Alignement,85.0,15.0,x hispanica,48.8873046969,2.38777025124,1,0,0,0
7221,Micocoulier,Alignement,95.0,10.0,australis,48.8829891113,2.372898943359999,1,0,0,0
7227,Peuplier,Alignement,160.0,20.0,x canadensis,48.884938178999995,2.37368952808,1,0,0,0
7228,Platane,Alignement,315.0,25.0,x hispanica,48.88291442399999,2.3892733380499998,0,0,0,1
7230,Micocoulier,Alignement,95.0,10.0,australis,48.8910674121,2.38650322638,0,0,1,0
7231,Platane,Alignement,115.0,15.0,x hispanica,48.8879845084,2.3981072754699992,1,0,0,0
7232,Tulipier,Alignement,40.0,10.0,tulipifera,48.884105925,2.38709145326,0,0,1,0
7233,Cerisier à fleurs,DJS,35.0,6.0,x yedoensis,48.8940691092,2.39594026993,0,1,0,0
7234,Marronnier,Alignement,145.0,15.0,x carnea,48.87589130239999,2.3947611206,1,0,0,0
7235,Peuplier,Alignement,140.0,15.0,x canadensis,48.886315236499996,2.37397349879,1,0,0,0
7236,Cerisier à fleurs,DFPE,40.0,6.0,serrulata,48.8894351687,2.38663246101,0,1,0,0
7237,Tilleul,PERIPHERIQUE,45.0,5.0,tomentosa,48.9000731789,2.38451647262,0,1,0,0
7238,Platane,Alignement,40.0,5.0,x hispanica,48.8839382027,2.3981128207099998,0,1,0,0
7240,Platane,Alignement,125.0,15.0,x hispanica,48.8832828347,2.372444686769999,1,0,0,0
7242,Tilleul,Alignement,110.0,15.0,tomentosa,48.8851641588,2.369699339389999,1,0,0,0
7243,Platane,Alignement,45.0,7.0,x hispanica,48.884242474599986,2.36767989417,0,1,0,0
7245,Platane,Alignement,70.0,10.0,x hispanica,48.87689926669999,2.37426650549,0,0,1,0
7251,Platane,Alignement,60.0,10.0,x hispanica,48.88322442989999,2.39469207935,0,0,1,0
7252,Noisetier de Byzance,Alignement,60.0,5.0,colurna,48.8905309555,2.38647277879,0,0,1,0
7253,Mûrier,Alignement,85.0,10.0,alba,48.8888513453,2.3987300579,0,0,1,0
7254,Sophora,Alignement,100.0,15.0,japonica,48.8755418317,2.39298155404,1,0,0,0
7255,Sophora,Alignement,35.0,5.0,japonica,48.8892301559,2.39520122815,0,1,0,0
7256,Sophora,Alignement,100.0,10.0,japonica,48.898989647099995,2.376214153979999,1,0,0,0
7258,Platane,Alignement,35.0,5.0,x hispanica,48.8903618742,2.397505248549999,0,1,0,0
7259,Sorbier,PERIPHERIQUE,25.0,4.0,aucuparia,48.884084505,2.39862649179,0,1,0,0
7261,Erable,Alignement,60.0,5.0,pseudoplatanus,48.88350516349999,2.38591676078,0,0,1,0
7263,Chicot du Canada,Alignement,30.0,5.0,dioica,48.88367806549999,2.38367600073,0,1,0,0
7266,Platane,Alignement,60.0,10.0,x hispanica,48.88503683479999,2.39255673732,0,0,1,0
7267,Platane,Alignement,210.0,20.0,orientalis,48.8806616883,2.37408546153,0,0,0,1
7268,Platane,Alignement,55.0,10.0,orientalis,48.87648938209999,2.3768914733599997,0,0,1,0
7269,Platane,Alignement,80.0,15.0,x hispanica,48.8825056952,2.3807742836,0,0,1,0
7270,Peuplier,DJS,300.0,20.0,nigra,48.8908814613,2.39783528204,0,0,0,1
7271,Fevier,PERIPHERIQUE,40.0,5.0,triacanthos,48.9001421128,2.385106816819999,0,1,0,0
7272,Erable,Alignement,95.0,8.0,pseudoplatanus,48.8777537436,2.40707650018,1,0,0,0
7275,Erable,Alignement,30.0,4.0,campestre,48.8993939077,2.38138289801,0,1,0,0
7277,Marronnier,Jardin,190.0,20.0,hippocastanum,48.900023054,2.37507831378,1,0,0,0
7278,Sophora,Alignement,130.0,15.0,japonica,48.8904326285,2.3761295812,1,0,0,0
7279,Savonnier,DASCO,60.0,7.0,paniculata,48.8824964184,2.37568911411,0,0,1,0
7280,Platane,DJS,40.0,5.0,x hispanica,48.885627687799996,2.37679101582,0,1,0,0
7281,Erable,DASCO,95.0,11.0,platanoides,48.8878104255,2.36980399544,0,0,1,0
7282,Peuplier,Alignement,155.0,25.0,x canadensis,48.8870141601,2.37800021887,1,0,0,0
7284,Poirier à fleurs,Alignement,75.0,10.0,calleryana,48.8803921362,2.37138795662,0,0,1,0
7285,Marronnier,DASCO,150.0,15.0,hippocastanum,48.873876086,2.38136091896,1,0,0,0
7287,Cerisier à fleurs,DASCO,110.0,5.0,serrulata,48.899459379499994,2.374896868609999,1,0,0,0
7288,Frêne,DASCO,30.0,7.0,angustifolia,48.8763987126,2.38861256853,0,1,0,0
7289,Sophora,Alignement,45.0,5.0,japonica,48.8896365391,2.36923038933,0,1,0,0
7291,Frêne,Alignement,35.0,6.0,excelsior,48.89048178069999,2.37283701566,0,1,0,0
7292,Micocoulier,Alignement,90.0,10.0,australis,48.8908808397,2.37714163796,1,0,0,0
7293,Tilleul,Alignement,69.0,10.0,cordata,48.8867643637,2.37203369277,0,0,1,0
7297,Robinier,Alignement,90.0,10.0,pseudoacacia,48.8822161034,2.4022380181000003,1,0,0,0
7304,Tilleul,Alignement,60.0,10.0,cordata,48.8766369484,2.39457110319,0,0,1,0
7305,Sophora,Alignement,35.0,5.0,japonica,48.8893118428,2.39594982728,0,1,0,0
7307,Sophora,Alignement,145.0,20.0,japonica,48.8927382459,2.369637094749999,1,0,0,0
7309,Platane,Alignement,60.0,15.0,x hispanica,48.88338662,2.39598423462,0,0,1,0
7310,Erable,Alignement,65.0,5.0,pseudoplatanus,48.8835515521,2.38596612269,0,0,1,0
7311,Peuplier,Alignement,45.0,10.0,x canadensis,48.88563151449999,2.375219851739999,0,1,0,0
7314,Sophora,Alignement,45.0,5.0,japonica,48.8754622193,2.39558289012,0,1,0,0
7317,Noisetier de Byzance,Alignement,60.0,10.0,colurna,48.877841958199994,2.3856751152599998,0,0,1,0
7318,Platane,Alignement,35.0,5.0,x hispanica,48.8781081833,2.4037476569000003,0,1,0,0
7322,Merisier,Alignement,45.0,6.0,avium,48.89854397349999,2.3732994551299997,0,1,0,0
7323,Tilleul,Alignement,75.0,15.0,x europaea,48.883710927,2.37059504372,0,0,1,0
7326,Erable,Alignement,20.0,5.0,platanoides,48.8908889413,2.37510285388,0,1,0,0
7327,Frêne,Alignement,70.0,10.0,excelsior,48.8907675983,2.37321225195,0,0,1,0
7328,Platane,Alignement,255.0,25.0,x hispanica,48.8822380752,2.391799410709999,0,0,0,1
7329,Platane,Alignement,200.0,20.0,x hispanica,48.8795700849,2.38667329926,0,0,0,1
7334,Peuplier,Alignement,115.0,15.0,x canadensis,48.884785916599995,2.37351811927,1,0,0,0
7335,Marronnier,Alignement,130.0,10.0,x carnea,48.8965404584,2.37752729838,1,0,0,0
7337,Platane,Alignement,280.0,20.0,orientalis,48.87774480929999,2.374159716759999,1,0,0,0
7339,Platane,Alignement,200.0,18.0,x hispanica,48.8968897894,2.39284666147,0,0,0,1
7341,Platane,Alignement,130.0,12.0,x hispanica,48.901247135,2.37040057547,1,0,0,0
7342,Cerisier à fleurs,DASCO,20.0,4.0,serrulata,48.8774669368,2.3962228038699998,0,1,0,0
7344,Savonnier,Alignement,40.0,5.0,paniculata,48.88104031499999,2.373855008609999,0,1,0,0
7345,Frêne,Alignement,85.0,10.0,excelsior,48.89057588559999,2.37296408101,1,0,0,0
7346,Tilleul,Alignement,75.0,15.0,x europaea,48.889065065,2.37839823155,1,0,0,0
7348,Peuplier,Alignement,105.0,15.0,x canadensis,48.8845701324,2.37295122344,1,0,0,0
7351,Pommier à fruits,Alignement,25.0,4.0,domestica,48.8848106578,2.36786504015,0,1,0,0
7353,Platane,Alignement,100.0,20.0,x hispanica,48.8886809422,2.398046338389999,1,0,0,0
7354,Chêne,Alignement,35.0,5.0,ilex,48.886155038,2.3953073929,0,1,0,0
7357,Marronnier,DJS,135.0,15.0,hippocastanum,48.8924315793,2.39770448103,1,0,0,0
7358,Erable,DJS,165.0,15.0,pseudoplatanus,48.8851694925,2.39892157907,1,0,0,0
7359,Tilleul,Alignement,65.0,10.0,x europaea,48.8839671676,2.36983843736,0,0,1,0
7361,Platane,Alignement,30.0,5.0,x hispanica,48.8811614163,2.37034277936,0,1,0,0
7362,Sophora,Alignement,145.0,25.0,japonica,48.8824402184,2.4015113736,1,0,0,0
7364,Sophora,Jardin,295.0,25.0,japonica,48.876757261,2.3795968402,1,0,0,0
7366,Noisetier de Byzance,Alignement,70.0,10.0,colurna,48.8903862815,2.38629722901,0,0,1,0
7368,Platane,Alignement,130.0,18.0,x hispanica,48.8855346282,2.396775974049999,1,0,0,0
7369,Platane,Alignement,55.0,10.0,x hispanica,48.8816521556,2.39263221568,0,0,1,0
7371,Poirier à fleurs,PERIPHERIQUE,15.0,3.0,calleryana,48.9000599629,2.373142533929999,0,1,0,0
7375,Paulownia,Alignement,30.0,5.0,tomentosa,48.8894358197,2.39503529423,0,1,0,0
7376,Tulipier,DASCO,50.0,7.0,tulipifera,48.8871868277,2.36852940506,0,1,0,0
7378,Erable,Jardin,85.0,12.0,platanoides,48.8991407091,2.37442870933,1,0,0,0
7380,Sophora,Alignement,100.0,15.0,japonica,48.8755246715,2.39328827831,1,0,0,0
7384,Erable,Alignement,70.0,10.0,platanoides,48.8908327738,2.37541562549,0,0,1,0
7386,Noisetier de Byzance,Alignement,50.0,8.0,colurna,48.8882218617,2.3719941044,0,0,1,0
7387,Sophora,Jardin,40.0,6.0,japonica,48.8999271012,2.3868461333199997,0,1,0,0
